,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,initial_list_status,application_type,RESULT
7572,88929964,96055943,7000,7000,7000.0,0,7.59,218.04,A,2,lawyer,2,2,63000.0,Source Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=88929964,,credit_card,Credit card refinancing,085xx,NJ,16.9,0,Mar-99,0,8,0,77.7,18,1,INDIVIDUAL,RIGHT
7573,7079761,8741790,28000,28000,28000.0,1,11.99,622.87,B,7,Trader Joe's,9,2,82000.0,Source Verified,36,0,https://lendingclub.com/browse/loanDetail.action?loan_id=7079761,"Borrower added on 09/17/13 > new roof for garage, new floor, fence for yard, some debt consolidation<br>",debt_consolidation,home improvements & debt consolidation,341xx,FL,14.25,0,Nov-80,1,13,0,46.5,33,0,INDIVIDUAL,WRONG
7574,51125453,54535174,10000,10000,10000.0,0,8.18,314.18,B,5,HR Specialist,10,0,77500.0,Not Verified,15,0,https://lendingclub.com/browse/loanDetail.action?loan_id=51125453,,credit_card,Credit card refinancing,940xx,CA,34.63,0,Sep-98,0,14,0,84.3,28,1,INDIVIDUAL,RIGHT
7575,88157138,94437986,12000,12000,12000.0,0,12.79,402.66,C,10,Project and Social Media Coordinator,10,2,75000.0,Source Verified,1,0,https://lendingclub.com/browse/loanDetail.action?loan_id=88157138,,debt_consolidation,Debt consolidation,750xx,TX,7.61,0,13-Jan,2,12,0,43.0,17,1,INDIVIDUAL,RIGHT
7576,3705485,4677760,25000,25000,25000.0,1,21.49,683.2,E,22,"Columbia gas of Pa,",3,2,88000.0,Verified,41,0,https://lendingclub.com/browse/loanDetail.action?loan_id=3705485,,debt_consolidation,Debt consolidation,156xx,PA,14.53,0,4-Apr,1,9,0,91.7,22,1,INDIVIDUAL,RIGHT
7577,13527405,15579691,14000,14000,14000.0,0,8.9,444.49,A,4,Energy Manager,10,2,120000.0,Not Verified,29,0,https://lendingclub.com/browse/loanDetail.action?loan_id=13527405,,debt_consolidation,Debt consolidation,222xx,VA,20.29,0,Sep-87,0,12,0,84.5,26,0,INDIVIDUAL,RIGHT
7578,68525456,73415235,8875,8875,8875.0,0,15.77,310.89,D,15,waiter,2,0,50000.0,Not Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=68525456,,debt_consolidation,Debt consolidation,021xx,MA,14.99,0,7-Jun,2,4,0,35.0,6,0,INDIVIDUAL,RIGHT
7579,84959974,91022698,18400,18400,18400.0,1,14.49,432.92,C,13,General Manager,3,2,92000.0,Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=84959974,,credit_card,Credit card refinancing,920xx,CA,27.89,0,1-Jun,0,18,0,42.4,25,1,INDIVIDUAL,RIGHT
7580,59542631,63476407,15000,15000,15000.0,0,7.89,469.42,A,4,,-1,0,135000.0,Source Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=59542631,,debt_consolidation,Debt consolidation,900xx,CA,13.43,0,Mar-95,2,9,0,32.0,20,1,INDIVIDUAL,WRONG
7581,85036913,91129632,12000,12000,12000.0,0,11.49,395.47,B,9,driver,10,0,50000.0,Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=85036913,,debt_consolidation,Debt consolidation,331xx,FL,28.86,0,11-Feb,0,17,0,49.9,21,1,INDIVIDUAL,RIGHT
7582,2365297,2827499,8000,8000,8000.0,0,18.75,292.42,D,17,Usps,10,2,72000.0,Source Verified,45,0,https://lendingclub.com/browse/loanDetail.action?loan_id=2365297,Borrower added on 12/05/12 > To pay some payday loan cash advances and some high interest credit cards.<br>,debt_consolidation,Get out of debt,431xx,OH,27.58,0,Oct-91,2,22,0,93.9,39,0,INDIVIDUAL,RIGHT
7583,71062796,76214874,35000,35000,34975.0,0,11.99,1162.31,C,10,Sr. Human Resources Manager,10,2,135000.0,Source Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=71062796,,credit_card,,030xx,NH,23.09,0,Dec-90,1,17,0,67.3,26,0,INDIVIDUAL,RIGHT
7584,28532697,31055832,6000,6000,6000.0,0,8.39,189.27,A,4,RN,3,2,65000.0,Not Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=28532697,,debt_consolidation,Debt consolidation,120xx,NY,23.49,0,Sep-00,1,15,0,45.2,33,0,INDIVIDUAL,RIGHT
7585,3347126,4149572,18825,18825,18825.0,1,17.77,475.67,D,15,Lee Memorial Health System,8,2,49000.0,Verified,43,0,https://lendingclub.com/browse/loanDetail.action?loan_id=3347126,,debt_consolidation,Debt consolidation,339xx,FL,34.8,2,Sep-95,1,14,0,56.7,30,0,INDIVIDUAL,RIGHT
7586,6738746,8341071,20000,20000,20000.0,1,15.88,485.07,C,13,Zurich North America,10,2,196000.0,Verified,37,0,https://lendingclub.com/browse/loanDetail.action?loan_id=6738746,,debt_consolidation,Debt Consolidation,300xx,GA,15.71,0,Jun-87,0,20,0,81.6,39,1,INDIVIDUAL,RIGHT
7587,75303318,80725132,34750,34750,34750.0,1,23.13,982.37,F,25,Chef,4,0,69500.0,Verified,6,0,https://lendingclub.com/browse/loanDetail.action?loan_id=75303318,,credit_card,Credit card refinancing,223xx,VA,28.35,0,Nov-97,1,8,0,93.5,23,1,INDIVIDUAL,RIGHT
7588,65422993,70009733,24000,24000,24000.0,0,7.89,750.62,A,4,Principal Engineer,10,1,231240.0,Verified,10,0,https://lendingclub.com/browse/loanDetail.action?loan_id=65422993,,credit_card,Credit card refinancing,217xx,MD,12.3,0,Jul-84,4,20,0,43.0,45,1,INDIVIDUAL,RIGHT
7589,46735477,49883318,10000,10000,10000.0,0,12.29,333.62,C,10,District Manager,10,0,75000.0,Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=46735477,,credit_card,Credit card refinancing,333xx,FL,25.11,0,5-Dec,3,17,0,37.0,34,1,INDIVIDUAL,RIGHT
7590,81514616,87257380,16200,16200,16200.0,0,7.39,502.95,A,3,Electrician,10,2,150000.0,Source Verified,3,0,https://lendingclub.com/browse/loanDetail.action?loan_id=81514616,,major_purchase,Major purchase,531xx,WI,14.62,0,Apr-97,0,20,1,27.7,41,1,INDIVIDUAL,RIGHT
7591,70600833,75674557,8400,8400,8400.0,0,5.32,252.91,A,0,Maintenance Supvisor,5,1,40500.0,Not Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=70600833,,debt_consolidation,Debt consolidation,296xx,SC,24.11,1,Jun-89,0,14,0,31.7,45,1,INDIVIDUAL,RIGHT
7592,20671957,22944381,5000,5000,5000.0,0,15.61,174.65,D,15,team lead,10,2,19866.35,Not Verified,26,0,https://lendingclub.com/browse/loanDetail.action?loan_id=20671957,,debt_consolidation,Debt consolidation,232xx,VA,28.87,0,4-Oct,0,7,0,45.6,18,1,INDIVIDUAL,WRONG
7593,77540937,83120816,14800,14800,14800.0,1,20.75,398.32,E,21,Insulator,3,2,78000.0,Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=77540937,,debt_consolidation,Debt consolidation,235xx,VA,21.19,1,8-Mar,0,20,0,44.0,29,1,INDIVIDUAL,WRONG
7594,5054705,6376872,14825,14825,14825.0,0,19.05,543.74,D,18,Baldwin Park Unified School District,10,0,48580.0,Not Verified,40,1,https://lendingclub.com/browse/loanDetail.action?loan_id=5054705,,credit_card,Debt Consolidation,917xx,CA,7.96,0,Feb-99,1,5,0,90.4,9,0,INDIVIDUAL,WRONG
7595,64903156,69393872,7000,7000,7000.0,0,8.18,219.73,B,5,Healthcare Aide,2,0,30000.0,Verified,10,0,https://lendingclub.com/browse/loanDetail.action?loan_id=64903156,,debt_consolidation,Debt consolidation,604xx,IL,17.0,0,Sep-93,0,6,1,35.6,14,1,INDIVIDUAL,RIGHT
7596,10093467,11944558,14000,14000,13950.0,0,10.99,458.64,B,6,Senior Chemist,1,0,92000.0,Not Verified,32,0,https://lendingclub.com/browse/loanDetail.action?loan_id=10093467,Borrower added on 01/07/14 > To pay off my credit cards and other accounts to have lower interest rate.<br>,credit_card,Credit Card Pay Off,072xx,NJ,15.67,0,Jan-99,0,13,0,54.2,25,0,INDIVIDUAL,WRONG
7597,17944097,20096651,9925,9925,9925.0,0,12.99,334.34,C,10,Co-Manager,1,0,48000.0,Source Verified,27,0,https://lendingclub.com/browse/loanDetail.action?loan_id=17944097,,debt_consolidation,Debt consolidation,114xx,NY,33.25,0,7-Jul,0,15,0,36.1,26,0,INDIVIDUAL,RIGHT
7598,1606891,1878499,8000,8000,8000.0,0,14.09,273.87,B,9,Sony Television,3,0,105600.0,Not Verified,47,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1606891,,credit_card,Credit card refinancing,900xx,CA,20.73,2,Mar-96,0,14,0,62.3,26,0,INDIVIDUAL,RIGHT
7599,67999544,72858286,10000,10000,10000.0,0,10.64,325.52,B,8,Compliance Manager,10,2,55000.0,Source Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=67999544,,credit_card,Credit card refinancing,891xx,NV,26.65,0,5-Sep,1,16,0,51.7,21,1,INDIVIDUAL,RIGHT
7600,40592231,43457024,21000,21000,21000.0,0,11.44,691.9,B,8,Owner,4,2,53275.0,Verified,19,0,https://lendingclub.com/browse/loanDetail.action?loan_id=40592231,,credit_card,Credit card refinancing,773xx,TX,23.87,0,5-Nov,1,15,0,15.3,31,1,INDIVIDUAL,RIGHT
7601,36098972,38810532,16000,16000,16000.0,0,6.03,486.58,A,0,Class A General Machinist,9,2,900000.0,Source Verified,21,0,https://lendingclub.com/browse/loanDetail.action?loan_id=36098972,,debt_consolidation,Debt consolidation,761xx,TX,1.73,0,4-Jul,0,16,0,35.7,32,1,INDIVIDUAL,RIGHT
7602,837344,1025216,25000,25000,24725.0,1,18.79,645.35,E,22,Passaic Board of Education,10,0,99000.0,Verified,61,0,https://lendingclub.com/browse/loanDetail.action?loan_id=837344,Borrower added on 07/19/11 > PLEASE CHECK MY HISTORY... I HAVE NEVER MISSED A PAYMENT.  THANK YOU<br/> Borrower added on 07/23/11 > I reduced some of my costs because I dont pay all items by myself. (ex: Rent)   They are shared expenses. Thank You<br/>Borrower added on 07/19/11 > PLEASE CHECK MY HISTORY... I HAVE NEVER MISSED A PAYMENT.  THANK YOU<br/> Borrower added on 07/23/11 > I reduced some of my costs because I dont pay all items by myself. (ex: Rent)   They are shared expenses. Thank You<br/>,debt_consolidation,Debt Consolidation Loan,070xx,NJ,3.22,0,Nov-98,0,5,0,75.3,36,0,INDIVIDUAL,RIGHT
7603,84770049,90832770,21000,21000,21000.0,1,13.99,488.87,C,12,Officer,3,0,85000.0,Not Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=84770049,,debt_consolidation,Debt consolidation,314xx,GA,12.43,0,5-Dec,0,6,0,88.2,9,1,INDIVIDUAL,RIGHT
7604,1363205,1607195,15000,15000,15000.0,0,16.29,529.62,C,13,Polk County School Board,3,2,66000.0,Not Verified,50,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1363205,"Borrower added on 07/07/12 > Recent MBA grad with 8-month unemployment 4 years ago, and a battle with a serious illness drained my savings and credit was used during these times.  Life is back on track with a great job and I want to be debt free within five years.  This loan will be a great opportunity to help me meet my goal.<br>",debt_consolidation,debt consolidation,338xx,FL,19.78,0,Dec-92,1,18,1,76.0,33,0,INDIVIDUAL,RIGHT
7605,64978934,69505698,32000,32000,32000.0,1,14.33,749.89,C,14,sales manger,10,2,115000.0,Verified,10,0,https://lendingclub.com/browse/loanDetail.action?loan_id=64978934,,debt_consolidation,Debt consolidation,125xx,NY,34.09,7,Mar-87,1,21,0,43.3,51,1,INDIVIDUAL,RIGHT
7606,90397864,96907100,2400,2400,2400.0,0,10.49,77.95,B,7,Police Officer,10,2,95000.0,Not Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=90397864,,major_purchase,Major purchase,970xx,OR,18.85,0,1-Jan,0,8,0,69.7,22,1,INDIVIDUAL,RIGHT
7607,10585202,12467318,32000,32000,32000.0,0,14.47,1101.03,C,11,Tax managing director,10,0,212000.0,Source Verified,32,0,https://lendingclub.com/browse/loanDetail.action?loan_id=10585202,,credit_card,Credit card refinancing,773xx,TX,16.92,0,Jan-92,5,6,0,90.7,27,0,INDIVIDUAL,RIGHT
7608,86923607,93176361,18000,18000,18000.0,0,10.99,589.5,B,8,Banker,3,0,40000.0,Verified,1,0,https://lendingclub.com/browse/loanDetail.action?loan_id=86923607,,debt_consolidation,Debt consolidation,070xx,NJ,22.19,0,4-Nov,0,14,0,47.4,31,1,INDIVIDUAL,RIGHT
7609,527405,682198,8000,8000,7845.845017000001,0,11.12,262.76,B,7,,3,0,62000.0,Verified,75,0,https://lendingclub.com/browse/loanDetail.action?loan_id=527405,Borrower added on 06/14/10 > Loan for new business startup.<br/>,small_business,Posh Promotions,921xx,CA,11.53,0,Jan-98,1,6,0,61.0,12,0,INDIVIDUAL,RIGHT
7610,42314532,45291305,24000,24000,24000.0,0,5.93,729.08,A,0,Border Patrol Agent,9,2,110000.0,Verified,18,0,https://lendingclub.com/browse/loanDetail.action?loan_id=42314532,,debt_consolidation,Debt consolidation,856xx,AZ,20.23,0,Nov-00,1,15,0,39.9,35,1,INDIVIDUAL,RIGHT
7611,4724668,5986827,25000,25000,24950.0,1,15.8,605.53,C,12,,2,2,82000.0,Verified,40,0,https://lendingclub.com/browse/loanDetail.action?loan_id=4724668,"Borrower added on 04/28/13 > I used credit cards and a line of credit to supplement personal income while starting my company. My credit card debt is between 20%-24% APR. I would prefer to pay this all off with a single loan and lower my interest rate. I would prefer to pay my peers the interest, not the credit card companies.<br>",debt_consolidation,Pay Off Credit Cards and Line of Credit,972xx,OR,16.9,0,Oct-97,0,6,0,79.4,11,0,INDIVIDUAL,RIGHT
7612,49914169,53282908,19650,19650,19650.0,0,15.61,686.93,D,15,SACC Director,10,1,72000.0,Verified,16,1,https://lendingclub.com/browse/loanDetail.action?loan_id=49914169,,debt_consolidation,Debt consolidation,386xx,MS,17.89,0,4-Mar,3,40,0,38.2,61,0,INDIVIDUAL,WRONG
7613,66600636,71326354,22675,22675,22675.0,1,10.64,488.95,B,8,Pharmacy Manager,4,2,125000.0,Verified,9,1,https://lendingclub.com/browse/loanDetail.action?loan_id=66600636,,debt_consolidation,Debt consolidation,462xx,IN,29.7,0,Jun-95,0,10,0,93.0,47,1,INDIVIDUAL,WRONG
7614,60535488,64556218,6800,6800,6800.0,0,13.99,232.57,C,13,paralegal,1,0,30000.0,Source Verified,12,0,https://lendingclub.com/browse/loanDetail.action?loan_id=60535488,,debt_consolidation,Debt consolidation,071xx,NJ,27.21,0,5-Feb,1,27,0,29.3,37,1,INDIVIDUAL,WRONG
7615,614272,787503,17000,17000,17000.0,1,14.31,398.48,C,13,Systems Administrator,5,2,66712.0,Not Verified,22,0,https://lendingclub.com/browse/loanDetail.action?loan_id=614272,,debt_consolidation,Debt consolidation,280xx,NC,21.15,0,Dec-97,1,12,0,64.8,32,0,INDIVIDUAL,RIGHT
7616,78289232,83935978,21975,21975,21975.0,1,25.65,653.24,F,27,Contract Compliance Analyst,4,0,95000.0,Source Verified,3,1,https://lendingclub.com/browse/loanDetail.action?loan_id=78289232,,debt_consolidation,Debt consolidation,281xx,NC,8.76,0,Sep-97,2,6,0,67.2,20,0,INDIVIDUAL,WRONG
7617,58593058,62433808,24000,24000,24000.0,0,13.99,820.07,C,13,IT Consultant,10,1,175000.0,Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=58593058,,debt_consolidation,Debt consolidation,028xx,RI,2.65,3,Nov-97,0,11,0,31.4,26,1,INDIVIDUAL,WRONG
7618,55798493,59440225,5600,5600,5600.0,0,9.17,178.66,B,6,Analyst,10,0,53000.0,Source Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=55798493,,credit_card,Credit card refinancing,210xx,MD,17.12,0,Oct-95,0,4,0,87.5,18,1,INDIVIDUAL,RIGHT
7619,9807393,11659286,8400,8400,8400.0,0,10.99,275.36,B,6,Case Manager,1,1,85000.0,Verified,33,0,https://lendingclub.com/browse/loanDetail.action?loan_id=9807393,Borrower added on 12/16/13 > Plan to make some home improvements on home.<br>,debt_consolidation,Money,776xx,TX,24.89,0,Jan-99,0,19,0,15.8,29,0,INDIVIDUAL,RIGHT
7620,90064921,96513903,11200,11200,11200.0,1,18.99,290.41,D,17,Engineer,4,0,75000.0,Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=90064921,,moving,Moving and relocation,480xx,MI,26.9,2,9-Feb,4,16,0,34.9,21,1,INDIVIDUAL,RIGHT
7621,17643323,19775860,18400,18400,18400.0,0,10.99,602.15,B,7,Program Director,6,2,56000.0,Source Verified,28,0,https://lendingclub.com/browse/loanDetail.action?loan_id=17643323,,debt_consolidation,Debt consolidation,431xx,OH,20.77,0,Mar-86,0,13,0,70.6,27,1,INDIVIDUAL,RIGHT
7622,13967851,16020187,28000,28000,28000.0,0,18.25,1015.82,D,17,Corrections Officer,10,2,90000.0,Verified,29,0,https://lendingclub.com/browse/loanDetail.action?loan_id=13967851,,debt_consolidation,Debt consolidation,060xx,CT,23.65,0,Oct-94,0,16,0,72.9,21,0,INDIVIDUAL,RIGHT
7623,7046834,8708964,6000,6000,6000.0,0,12.35,200.35,B,8,Prestige wealth management group,1,0,85000.0,Not Verified,36,0,https://lendingclub.com/browse/loanDetail.action?loan_id=7046834,,debt_consolidation,Debt refinance & old job 401k loan repay,088xx,NJ,16.73,0,1-Jul,0,11,0,91.0,29,1,INDIVIDUAL,RIGHT
7624,84072519,90070285,14000,14000,14000.0,0,13.99,478.54,C,12,Maintainer,6,0,45000.0,Source Verified,3,0,https://lendingclub.com/browse/loanDetail.action?loan_id=84072519,,debt_consolidation,Debt consolidation,368xx,AL,18.4,0,5-Mar,2,8,0,92.5,21,1,INDIVIDUAL,RIGHT
7625,8645211,10417300,8875,8875,8875.0,0,11.99,294.91,B,7,Information Systems Technician,3,1,26000.0,Source Verified,34,0,https://lendingclub.com/browse/loanDetail.action?loan_id=8645211,"Borrower added on 11/01/13 > I have a credit card that is at 19.99% and I want to get it paid off. I am currently paying the same amount as my loan payment would be, but with the interest being so high, I don't feel like I can pay it off fast enough. I am sick of being in DEBT!!!<br>",debt_consolidation,Debt Payoff,486xx,MI,14.24,0,Jan-98,1,6,0,58.8,30,0,INDIVIDUAL,RIGHT
7626,58321003,62139734,35000,35000,34850.0,1,16.99,869.61,D,17,Dosimetrist,10,2,111000.0,Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=58321003,,credit_card,Credit card refinancing,776xx,TX,19.62,0,3-May,0,16,0,66.2,26,0,INDIVIDUAL,RIGHT
7627,90285943,96735714,3500,3500,3500.0,0,16.99,124.55,D,15,Financial Support Worker,10,2,39000.0,Source Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=90285943,,other,Other,367xx,AL,24.19,0,Feb-00,2,8,0,78.4,30,0,INDIVIDUAL,RIGHT
7628,66481035,71206764,10000,10000,10000.0,0,8.38,315.37,B,5,Registered nurse,2,1,60000.0,Not Verified,9,1,https://lendingclub.com/browse/loanDetail.action?loan_id=66481035,,credit_card,Credit card refinancing,105xx,NY,15.98,10,Sep-95,0,20,0,35.9,48,1,INDIVIDUAL,WRONG
7629,42435430,45402231,6500,6500,6500.0,0,13.33,220.12,C,12,Executive Assistant,1,0,60000.0,Source Verified,18,0,https://lendingclub.com/browse/loanDetail.action?loan_id=42435430,,other,Other,972xx,OR,13.55,0,Nov-98,1,13,1,63.6,34,0,INDIVIDUAL,RIGHT
7630,60615496,64636224,4000,4000,4000.0,0,6.89,123.15,A,2,Principal,10,2,98000.0,Verified,12,0,https://lendingclub.com/browse/loanDetail.action?loan_id=60615496,,debt_consolidation,Debt consolidation,276xx,NC,25.49,1,Oct-93,0,7,0,52.0,14,0,INDIVIDUAL,RIGHT
7631,35853265,38548686,10000,10000,10000.0,0,14.31,343.07,C,13,H HA,6,0,30000.0,Not Verified,22,0,https://lendingclub.com/browse/loanDetail.action?loan_id=35853265,,car,Car financing,112xx,NY,13.76,0,4-Sep,0,6,0,58.0,7,0,INDIVIDUAL,RIGHT
7632,58390719,62209445,5000,5000,5000.0,0,5.32,150.52,A,0,sales and service rep,10,1,65000.0,Not Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=58390719,,debt_consolidation,Debt consolidation,748xx,OK,17.97,0,Mar-84,3,34,0,21.3,57,1,INDIVIDUAL,RIGHT
7633,58652955,62493700,5400,5400,5400.0,0,18.25,196.01,E,20,SEO Account Manager,1,0,53000.0,Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=58652955,,moving,Moving and relocation,191xx,PA,23.78,1,4-Aug,1,11,0,0.0,24,0,INDIVIDUAL,RIGHT
7634,37854561,40617330,20000,20000,20000.0,0,6.03,608.83,A,0,Broadband tech,8,2,63000.0,Source Verified,20,0,https://lendingclub.com/browse/loanDetail.action?loan_id=37854561,,credit_card,Credit card refinancing,894xx,NV,11.35,0,3-Jul,0,7,0,48.7,11,0,INDIVIDUAL,RIGHT
7635,12428311,14440424,10000,10000,10000.0,0,12.49,334.44,B,8,Applications Specialist,9,0,68000.0,Verified,30,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12428311,"Borrower added on 03/03/14 > I have a current loan with Lending Club, and have found working with your company very easy.  Since my original loan, I have let my credit card debt begin to creep up.  My original intent was to not use at all. While I can make all my payments, making to just one compnay is easier for me.  Thankyou.<br>",debt_consolidation,Debt consolidation,019xx,MA,19.84,1,Dec-87,0,10,0,63.7,18,0,INDIVIDUAL,RIGHT
7636,57568388,61321114,20000,20000,20000.0,0,7.89,625.81,A,4,Sales,10,0,135000.0,Source Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=57568388,,debt_consolidation,Debt consolidation,902xx,CA,3.42,0,Mar-99,1,4,0,29.7,12,0,INDIVIDUAL,RIGHT
7637,12946773,14978966,15000,15000,15000.0,0,12.99,505.32,B,9,AVP & Loan Porfolio Officer,1,0,90000.0,Not Verified,30,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12946773,Borrower added on 03/18/14 > Pay down high interest credit cards. Step towards becoming debt free.<br>,debt_consolidation,Debt consolidation,928xx,CA,21.2,0,Nov-95,0,11,0,85.4,40,1,INDIVIDUAL,RIGHT
7638,69424154,74429896,24000,24000,24000.0,1,13.99,557.9,C,13,M&R Planning Manager,10,2,116000.0,Not Verified,8,0,https://lendingclub.com/browse/loanDetail.action?loan_id=69424154,,debt_consolidation,Debt consolidation,280xx,NC,27.8,1,Apr-93,0,12,0,79.3,24,1,JOINT,RIGHT
7639,77446115,83025827,25000,25000,25000.0,0,5.32,753.01,A,0,Senior Systems Engineer,2,0,122000.0,Not Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=77446115,,debt_consolidation,Debt consolidation,926xx,CA,21.29,0,Jul-94,1,17,0,26.7,26,1,INDIVIDUAL,RIGHT
7640,50625701,54005437,19000,19000,19000.0,0,16.99,676.98,D,17,ups driver,9,0,70000.0,Verified,16,0,https://lendingclub.com/browse/loanDetail.action?loan_id=50625701,,debt_consolidation,Debt consolidation,926xx,CA,4.7,0,Jul-00,0,6,0,72.9,10,0,INDIVIDUAL,WRONG
7641,46116390,49224185,12000,12000,12000.0,0,8.18,376.76,B,5,Computer Tech,10,0,100000.0,Not Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=46116390,,credit_card,Credit card refinancing,087xx,NJ,17.54,0,May-98,1,17,0,31.8,51,0,INDIVIDUAL,WRONG
7642,64270152,68739864,30550,30550,30550.0,0,7.89,955.53,A,4,Loan Officer,3,2,400000.0,Verified,10,0,https://lendingclub.com/browse/loanDetail.action?loan_id=64270152,,debt_consolidation,Debt consolidation,430xx,OH,10.12,0,3-Jul,0,18,0,48.7,29,0,INDIVIDUAL,RIGHT
7643,6159978,7642104,15000,15000,15000.0,0,12.35,500.67,B,8,Department of Veteran Affairs,10,2,94476.0,Verified,38,0,https://lendingclub.com/browse/loanDetail.action?loan_id=6159978,,debt_consolidation,Debt Consolidation,767xx,TX,33.72,0,Mar-99,1,18,0,85.5,52,0,INDIVIDUAL,RIGHT
7644,50708184,54087897,12000,12000,12000.0,0,7.89,375.46,A,4,interpreter,4,0,26504.0,Verified,15,0,https://lendingclub.com/browse/loanDetail.action?loan_id=50708184,,car,Car financing,372xx,TN,9.36,0,10-Feb,0,10,0,23.8,14,1,INDIVIDUAL,RIGHT
7645,46558008,49695791,30000,30000,30000.0,0,6.92,925.12,A,3,Pediatric emergency physician,1,2,275000.0,Source Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=46558008,,debt_consolidation,Debt consolidation,400xx,KY,15.33,0,Mar-77,1,27,0,38.1,66,1,INDIVIDUAL,RIGHT
7646,24745636,27188554,6400,6400,6400.0,0,8.39,201.95,A,4,"Vice President, West Region",3,0,140000.0,Not Verified,25,0,https://lendingclub.com/browse/loanDetail.action?loan_id=24745636,,debt_consolidation,Debt consolidation,900xx,CA,5.59,0,Jun-88,2,12,0,15.4,28,0,INDIVIDUAL,RIGHT
7647,56120139,59781945,12000,12000,12000.0,0,9.17,382.6,B,6,Patient Services Represenative,2,0,45000.0,Source Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=56120139,,debt_consolidation,Debt consolidation,972xx,OR,18.97,0,2-Oct,0,5,0,98.0,16,1,INDIVIDUAL,RIGHT
7648,37887161,40649876,25450,25450,25450.0,0,13.66,865.71,C,12,Trader,9,2,200000.0,Source Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=37887161,,debt_consolidation,Debt consolidation,190xx,PA,22.12,0,Oct-87,1,7,0,93.4,14,0,INDIVIDUAL,WRONG
7649,1591554,1861315,14000,14000,14000.0,0,14.33,480.77,C,10,Impact Design,2,2,44000.0,Not Verified,47,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1591554,Borrower added on 10/05/12 > I wish to pay off my debt and close credit card accounts.  This will save me money and allow me to get back on track faster.<br>,debt_consolidation,Consolidate,641xx,MO,20.98,0,Oct-99,2,20,0,71.7,40,0,INDIVIDUAL,WRONG
7650,12997092,15029275,7500,7500,7500.0,0,7.62,233.75,A,2,Administrative Assistant,1,0,54500.0,Not Verified,30,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12997092,,debt_consolidation,Debt consolidation,017xx,MA,16.54,0,Dec-97,1,16,0,16.3,23,0,INDIVIDUAL,RIGHT
7651,83334739,89225523,11250,11250,11250.0,1,14.49,264.61,C,13,Executive Assistant,8,0,107000.0,Verified,3,0,https://lendingclub.com/browse/loanDetail.action?loan_id=83334739,,debt_consolidation,Debt consolidation,106xx,NY,26.6,0,Dec-95,0,12,1,18.2,42,1,INDIVIDUAL,RIGHT
7652,1334094,1579429,11000,11000,11000.0,0,13.11,370.97,B,8,Peter Kiewit Sons',5,0,62000.0,Verified,50,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1334094,,debt_consolidation,Debt Consolidation,212xx,MD,21.05,0,Aug-00,1,15,0,40.7,27,0,INDIVIDUAL,RIGHT
7653,51786144,55205858,32000,32000,32000.0,1,18.55,822.24,E,21,Federal Agent,10,2,114000.0,Verified,15,0,https://lendingclub.com/browse/loanDetail.action?loan_id=51786144,,debt_consolidation,Debt consolidation,136xx,NY,17.47,0,Feb-90,0,13,0,86.6,33,1,INDIVIDUAL,RIGHT
